schedule_id,device_id,start_time,end_time,action
374,D001,2023-02-09 08:00:00,2023-02-09 09:00:00,Turn On
375,D002,2023-03-07 18:00:00,2023-03-07 18:30:00,Lock Front Door
376,D003,2023-04-14 10:00:00,2023-04-14 11:00:00,Start Recording
377,D001,2023-02-10 08:00:00,2023-02-10 09:00:00,Turn On
378,D002,2023-03-08 18:00:00,2023-03-08 18:30:00,Lock Front Door
379,D003,2023-04-15 10:00:00,2023-04-15 11:00:00,Start Recording
380,D001,2023-02-11 08:00:00,2023-02-11 09:00:00,Turn On
381,D002,2023-03-09 18:00:00,2023-03-09 18:30:00,Lock Front Door
382,D003,2023-04-16 10:00:00,2023-04-16 11:00:00,Start Recording
383,D001,2023-02-12 08:00:00,2023-02-12 09:00:00,Turn On
384,D002,2023-03-10 18:00:00,2023-03-10 18:30:00,Lock Front Door
385,D003,2023-04-17 10:00:00,2023-04-17 11:00:00,Start Recording
386,D001,2023-02-13 08:00:00,2023-02-13 09:00:00,Turn On
387,D002,2023-03-11 18:00:00,2023-03-11 18:30:00,Lock Front Door
388,D003,2023-04-18 10:00:00,2023-04-18 11:00:00,Start Recording
389,D001,2023-02-14 08:00:00,2023-02-14 09:00:00,Turn On
390,D002,2023-03-12 18:00:00,2023-03-12 18:30:00,Lock Front Door
391,D003,2023-04-19 10:00:00,2023-04-19 11:00:00,Start Recording
392,D001,2023-02-15 08:00:00,2023-02-15 09:00:00,Turn On
393,D002,2023-03-13 18:00:00,2023-03-13 18:30:00,Lock Front Door
394,D003,2023-04-20 10:00:00,2023-04-20 11:00:00,Start Recording
395,D001,2023-02-16 08:00:00,2023-02-16 09:00:00,Turn On
396,D002,2023-03-14 18:00:00,2023-03-14 18:30:00,Lock Front Door
397,D003,2023-04-21 10:00:00,2023-04-21 11:00:00,Start Recording
398,D001,2023-02-17 08:00:00,2023-02-17 09:00:00,Turn On
399,D002,2023-03-15 18:00:00,2023-03-15 18:30:00,Lock Front Door
400,D003,2023-04-22 10:00:00,2023-04-22 11:00:00,Start Recording
401,D001,2023-02-18 08:00:00,2023-02-18 09:00:00,Turn On
402,D002,2023-03-16 18:00:00,2023-03-16 18:30:00,Lock Front Door
403,D003,2023-04-23 10:00:00,2023-04-23 11:00:00,Start Recording
404,D001,2023-02-19 08:00:00,2023-02-19 09:00:00,Turn On
405,D002,2023-03-17 18:00:00,2023-03-17 18:30:00,Lock Front Door
406,D003,2023-04-24 10:00:00,2023-04-24 11:00:00,Start Recording
407,D001,2023-02-20 08:00:00,2023-02-20 09:00:00,Turn On
408,D002,2023-03-18 18:00:00,2023-03-18 18:30:00,Lock Front Door
409,D003,2023-04-25 10:00:00,2023-04-25 11:00:00,Start Recording
410,D001,2023-02-21 08:00:00,2023-02-21 09:00:00,Turn On
411,D002,2023-03-19 18:00:00,2023-03-19 18:30:00,Lock Front Door
412,D003,2023-04-26 10:00:00,2023-04-26 11:00:00,Start Recording
413,D001,2023-02-22 08:00:00,2023-02-22 09:00:00,Turn On
414,D002,2023-03-20 18:00:00,2023-03-20 18:30:00,Lock Front Door
415,D003,2023-04-27 10:00:00,2023-04-27 11:00:00,Start Recording
416,D001,2023-02-23 08:00:00,2023-02-23 09:00:00,Turn On
417,D002,2023-03-21 18:00:00,2023-03-21 18:30:00,Lock Front Door
418,D003,2023-04-28 10:00:00,2023-04-28 11:00:00,Start Recording
419,D001,2023-02-24 08:00:00,2023-02-24 09:00:00,Turn On
420,D002,2023-03-22 18:00:00,2023-03-22 18:30:00,Lock Front Door
421,D003,2023-04-29 10:00:00,2023-04-29 11:00:00,Start Recording
422,D001,2023-02-25 08:00:00,2023-02-25 09:00:00,Turn On
423,D002,2023-03-23 18:00:00,2023-03-23 18:30:00,Lock Front Door
424,D003,2023-04-30 10:00:00,2023-04-30 11:00:00,Start Recording
425,D001,2023-02-26 08:00:00,2023-02-26 09:00:00,Turn On
426,D002,2023-03-24 18:00:00,2023-03-24 18:30:00,Lock Front Door
427,D003,2023-05-01 10:00:00,2023-05-01 11:00:00,Start Recording
428,D001,2023-02-27 08:00:00,2023-02-27 09:00:00,Turn On
429,D002,2023-03-25 18:00:00,2023-03-25 18:30:00,Lock Front Door
430,D003,2023-05-02 10:00:00,2023-05-02 11:00:00,Start Recording
431,D001,2023-02-28 08:00:00,2023-02-28 09:00:00,Turn On
432,D002,2023-03-26 18:00:00,2023-03-26 18:30:00,Lock Front Door
433,D003,2023-05-03 10:00:00,2023-05-03 11:00:00,Start Recording
434,D001,2023-03-01 08:00:00,2023-03-01 09:00:00,Turn On
435,D002,2023-03-27 18:00:00,2023-03-27 18:30:00,Lock Front Door
436,D003,2023-05-04 10:00:00,2023-05-04 11:00:00,Start Recording
437,D001,2023-03-02 08:00:00,2023-03-02 09:00:00,Turn On
438,D002,2023-03-28 18:00:00,2023-03-28 18:30:00,Lock Front Door
439,D003,2023-05-05 10:00:00,2023-05-05 11:00:00,Start Recording
440,D001,2023-03-03 08:00:00,2023-03-03 09:00:00,Turn On
441,D002,2023-03-29 18:00:00,2023-03-29 18:30:00,Lock Front Door
442,D003,2023-05-06 10:00:00,2023-05-06 11:00:00,Start Recording
443,D001,2023-03-04 08:00:00,2023-03-04 09:00:00,Turn On
444,D002,2023-03-30 18:00:00,2023-03-30 18:30:00,Lock Front Door
445,D003,2023-05-07 10:00:00,2023-05-07 11:00:00,Start Recording
446,D001,2023-03-05 08:00:00,2023-03-05 09:00:00,Turn On
447,D002,2023-03-31 18:00:00,2023-03-31 18:30:00,Lock Front Door
448,D003,2023-05-08 10:00:00,2023-05-08 11:00:00,Start Recording
449,D001,2023-03-06 08:00:00,2023-03-06 09:00:00,Turn On
450,D002,2023-04-01 18:00:00,2023-04-01 18:30:00,Lock Front Door
451,D003,2023-05-09 10:00:00,2023-05-09 11:00:00,Start Recording
452,D001,2023-03-07 08:00:00,2023-03-07 09:00:00,Turn On
453,D002,2023-04-02 18:00:00,2023-04-02 18:30:00,Lock Front Door
454,D003,2023-05-10 10:00:00,2023-05-10 11:00:00,Start Recording
455,D001,2023-03-08 08:00:00,2023-03-08 09:00:00,Turn On
456,D002,2023-04-03 18:00:00,2023-04-03 18:30:00,Lock Front Door
457,D003,2023-05-11 10:00:00,2023-05-11 11:00:00,Start Recording
458,D001,2023-03-09 08:00:00,2023-03-09 09:00:00,Turn On
459,D002,2023-04-04 18:00:00,2023-04-04 18:30:00,Lock Front Door
460,D003,2023-05-12 10:00:00,2023-05-12 11:00:00,Start Recording
461,D001,2023-03-10 08:00:00,2023-03-10 09:00:00,Turn On
462,D002,2023-04-05 18:00:00,2023-04-05 18:30:00,Lock Front Door
463,D003,2023-05-13 10:00:00,2023-05-13 11:00:00,Start Recording
464,D001,2023-03-11 08:00:00,2023-03-11 09:00:00,Turn On
465,D002,2023-04-06 18:00:00,2023-04-06 18:30:00,Lock Front Door
466,D003,2023-05-14 10:00:00,2023-05-14 11:00:00,Start Recording
467,D001,2023-03-12 08:00:00,2023-03-12 09:00:00,Turn On
468,D002,2023-04-07 18:00:00,2023-04-07 18:30:00,Lock Front Door
469,D003,2023-05-15 10:00:00,2023-05-15 11:00:00,Start Recording
470,D001,2023-03-13 08:00:00,2023-03-13 09:00:00,Turn On
471,D002,2023-04-08 18:00:00,2023-04-08 18:30:00,Lock Front Door
472,D003,2023-05-16 10:00:00,2023-05-16 11:00:00,Start Recording
473,D001,2023-03-14 08:00:00,2023-03-14 09:00:00,Turn On
474,D002,2023-04-09 18:00:00,2023-04-09 18:30:00,Lock Front Door
475,D003,2023-05-17 10:00:00,2023-05-17 11:00:00,Start Recording
476,D001,2023-03-15 08:00:00,2023-03-15 09:00:00,Turn On
477,D002,2023-04-10 18:00:00,2023-04-10 18:30:00,Lock Front Door
478,D003,2023-05-18 10:00:00,2023-05-18 11:00:00,Start Recording
479,D001,2023-03-16 08:00:00,2023-03-16 09:00:00,Turn On
480,D002,2023-04-11 18:00:00,2023-04-11 18:30:00,Lock Front Door
481,D003,2023-05-19 10:00:00,2023-05-19 11:00:00,Start Recording
482,D001,2023-03-17 08:00:00,2023-03-17 09:00:00,Turn On
483,D002,2023-04-12 18:00:00,2023-04-12 18:30:00,Lock Front Door
484,D003,2023-05-20 10:00:00,2023-05-20 11:00:00,Start Recording
485,D001,2023-03-18 08:00:00,2023-03-18 09:00:00,Turn On
486,D002,2023-04-13 18:00:00,2023-04-13 18:30:00,Lock Front Door
487,D003,2023-05-21 10:00:00,2023-05-21 11:00:00,Start Recording
488,D001,2023-03-19 08:00:00,2023-03-19 09:00:00,Turn On
489,D002,2023-04-14 18:00:00,2023-04-14 18:30:00,Lock Front Door
490,D003,2023-05-22 10:00:00,2023-05-22 11:00:00,Start Recording
491,D001,2023-03-20 08:00:00,2023-03-20 09:00:00,Turn On
492,D002,2023-04-15 18:00:00,2023-04-15 18:30:00,Lock Front Door
493,D003,2023-05-23 10:00:00,2023-05-23 11:00:00,Start Recording
494,D001,2023-03-21 08:00:00,2023-03-21 09:00:00,Turn On
495,D002,2023-04-16 18:00:00,2023-04-16 18:30:00,Lock Front Door
496,D003,2023-05-24 10:00:00,2023-05-24 11:00:00,Start Recording
497,D001,2023-03-22 08:00:00,2023-03-22 09:00:00,Turn On
498,D002,2023-04-17 18:00:00,2023-04-17 18:30:00,Lock Front Door
499,D003,2023-05-25 10:00:00,2023-05-25 11:00:00,Start Recording
500,D001,2023-03-23 08:00:00,2023-03-23 09:00:00,Turn On
501,D002,2023-04-18 18:00:00,2023-04-18 18:30:00,Lock Front Door
502,D003,2023-05-26 10:00:00,2023-05-26 11:00:00,Start Recording
503,D001,2023-03-24 08:00:00,2023-03-24 09:00:00,Turn On
504,D002,2023-04-19 18:00:00,2023-04-19 18:30:00,Lock Front Door
505,D003,2023-05-27 10:00:00,2023-05-27 11:00:00,Start Recording
506,D001,2023-03-25 08:00:00,2023-03-25 09:00:00,Turn On
507,D002,2023-04-20 18:00:00,2023-04-20 18:30:00,Lock Front Door
508,D003,2023-05-28 10:00:00,2023-05-28 11:00:00,Start Recording
509,D001,2023-03-26 08:00:00,2023-03-26 09:00:00,Turn On
510,D002,2023-04-21 18:00:00,2023-04-21 18:30:00,Lock Front Door
511,D003,2023-05-29 10:00:00,2023-05-29 11:00:00,Start Recording
512,D001,2023-03-27 08:00:00,2023-03-27 09:00:00,Turn On
513,D002,2023-04-22 18:00:00,2023-04-22 18:30:00,Lock Front Door
514,D003,2023-05-30 10:00:00,2023-05-30 11:00:00,Start Recording
515,D001,2023-03-28 08:00:00,2023-03-28 09:00:00,Turn On
516,D002,2023-04-23 18:00:00,2023-04-23 18:30:00,Lock Front Door
517,D003,2023-05-31 10:00:00,2023-05-31 11:00:00,Start Recording
518,D001,2023-03-29 08:00:00,2023-03-29 09:00:00,Turn On
519,D002,2023-04-24 18:00:00,2023-04-24 18:30:00,Lock Front Door
520,D003,2023-06-01 10:00:00,2023-06-01 11:00:00,Start Recording
521,D001,2023-03-30 08:00:00,2023-03-30 09:00:00,Turn On
522,D002,2023-04-25 18:00:00,2023-04-25 18:30:00,Lock Front Door
523,D003,2023-06-02 10:00:00,2023-06-02 11:00:00,Start Recording
524,D001,2023-03-31 08:00:00,2023-03-31 09:00:00,Turn On
525,D002,2023-04-26 18:00:00,2023-04-26 18:30:00,Lock Front Door
526,D003,2023-06-03 10:00:00,2023-06-03 11:00:00,Start Recording
527,D001,2023-04-01 08:00:00,2023-04-01 09:00:00,Turn On
528,D002,2023-04-27 18:00:00,2023-04-27 18:30:00,Lock Front Door
529,D003,2023-06-04 10:00:00,2023-06-04 11:00:00,Start Recording
530,D001,2023-04-02 08:00:00,2023-04-02 09:00:00,Turn On
531,D002,2023-04-28 18:00:00,2023-04-28 18:30:00,Lock Front Door
532,D003,2023-06-05 10:00:00,2023-06-05 11:00:00,Start Recording
533,D001,2023-04-03 08:00:00,2023-04-03 09:00:00,Turn On
534,D002,2023-04-29 18:00:00,2023-04-29 18:30:00,Lock Front Door
535,D003,2023-06-06 10:00:00,2023-06-06 11:00:00,Start Recording
536,D001,2023-04-04 08:00:00,2023-04-04 09:00:00,Turn On
537,D002,2023-04-30 18:00:00,2023-04-30 18:30:00,Lock Front Door
538,D003,2023-06-07 10:00:00,2023-06-07 11:00:00,Start Recording
539,D001,2023-04-05 08:00:00,2023-04-05 09:00:00,Turn On
540,D002,2023-05-01 18:00:00,2023-05-01 18:30:00,Lock Front Door
541,D003,2023-06-08 10:00:00,2023-06-08 11:00:00,Start Recording
542,D001,2023-04-06 08:00:00,2023-04-06 09:00:00,Turn On
543,D002,2023-05-02 18:00:00,2023-05-02 18:30:00,Lock Front Door
544,D003,2023-06-09 10:00:00,2023-06-09 11:00:00,Start Recording
545,D001,2023-04-07 08:00:00,2023-04-07 09:00:00,Turn On
546,D002,2023-05-03 18:00:00,2023-05-03 18:30:00,Lock Front Door
547,D003,2023-06-10 10:00:00,2023-06-10 11:00:00,Start Recording
548,D001,2023-04-08 08:00:00,2023-04-08 09:00:00,Turn On
549,D002,2023-05-04 18:00:00,2023-05-04 18:30:00,Lock Front Door
550,D003,2023-06-11 10:00:00,2023-06-11 11:00:00,Start Recording
551,D001,2023-04-09 08:00:00,2023-04-09 09:00:00,Turn On
552,D002,2023-05-05 18:00:00,2023-05-05 18:30:00,Lock Front Door
553,D003,2023-06-12 10:00:00,2023-06-12 11:00:00,Start Recording
554,D001,2023-04-10 08:00:00,2023-04-10 09:00:00,Turn On
555,D002,2023-05-06 18:00:00,2023-05-06 18:30:00,Lock Front Door
556,D003,2023-06-13 10:00:00,2023-06-13 11:00:00,Start Recording
557,D001,2023-04-11 08:00:00,2023-04-11 09:00:00,Turn On
558,D002,2023-05-07 18:00:00,2023-05-07 18:30:00,Lock Front Door
559,D003,2023-06-14 10:00:00,2023-06-14 11:00:00,Start Recording
560,D001,2023-04-12 08:00:00,2023-04-12 09:00:00,Turn On
561,D002,2023-05-08 18:00:00,2023-05-08 18:30:00,Lock Front Door
562,D003,2023-06-15 10:00:00,2023-06-15 11:00:00,Start Recording
563,D001,2023-04-13 08:00:00,2023-04-13 09:00:00,Turn On
564,D002,2023-05-09 18:00:00,2023-05-09 18:30:00,Lock Front Door
565,D003,2023-06-16 10:00:00,2023-06-16 11:00:00,Start Recording
566,D001,2023-04-14 08:00:00,2023-04-14 09:00:00,Turn On
567,D002,2023-05-10 18:00:00,2023-05-10 18:30:00,Lock Front Door
568,D003,2023-06-17 10:00:00,2023-06-17 11:00:00,Start Recording
569,D001,2023-04-15 08:00:00,2023-04-15 09:00:00,Turn On
570,D002,2023-05-11 18:00:00,2023-05-11 18:30:00,Lock Front Door
571,D003,2023-06-18 10:00:00,2023-06-18 11:00:00,Start Recording
572,D001,2023-04-16 08:00:00,2023-04-16 09:00:00,Turn On
573,D002,2023-05-12 18:00:00,2023-05-12 18:30:00,Lock Front Door
574,D003,2023-06-19 10:00:00,2023-06-19 11:00:00,Start Recording
575,D001,2023-04-17 08:00:00,2023-04-17 09:00:00,Turn On
576,D002,2023-05-13 18:00:00,2023-05-13 18:30:00,Lock Front Door
577,D003,2023-06-20 10:00:00,2023-06-20 11:00:00,Start Recording
578,D001,2023-04-18 08:00:00,2023-04-18 09:00:00,Turn On
579,D002,2023-05-14 18:00:00,2023-05-14 18:30:00,Lock Front Door
580,D003,2023-06-21 10:00:00,2023-06-21 11:00:00,Start Recording
581,D001,2023-04-19 08:00:00,2023-04-19 09:00:00,Turn On
582,D002,2023-05-15 18:00:00,2023-05-15 18:30:00,Lock Front Door
583,D003,2023-06-22 10:00:00,2023-06-22 11:00:00,Start Recording
584,D001,2023-04-20 08:00:00,2023-04-20 09:00:00,Turn On
585,D002,2023-05-16 18:00:00,2023-05-16 18:30:00,Lock Front Door
586,D003,2023-06-23 10:00:00,2023-06-23 11:00:00,Start Recording
587,D001,2023-04-21 08:00:00,2023-04-21 09:00:00,Turn On
588,D002,2023-05-17 18:00:00,2023-05-17 18:30:00,Lock Front Door
589,D003,2023-06-24 10:00:00,2023-06-24 11:00:00,Start Recording
590,D001,2023-04-22 08:00:00,2023-04-22 09:00:00,Turn On
591,D002,2023-05-18 18:00:00,2023-05-18 18:30:00,Lock Front Door
592,D003,2023-06-25 10:00:00,2023-06-25 11:00:00,Start Recording
593,D001,2023-04-23 08:00:00,2023-04-23 09:00:00,Turn On
594,D002,2023-05-19 18:00:00,2023-05-19 18:30:00,Lock Front Door
595,D003,2023-06-26 10:00:00,2023-06-26 11:00:00,Start Recording
596,D001,2023-04-24 08:00:00,2023-04-24 09:00:00,Turn On
597,D002,2023-05-20 18:00:00,2023-05-20 18:30:00,Lock Front Door
598,D003,2023-06-27 10:00:00,2023-06-27 11:00:00,Start Recording
599,D001,2023-04-25 08:00:00,2023-04-25 09:00:00,Turn On
600,D002,2023-05-21 18:00:00,2023-05-21 18:30:00,Lock Front Door
601,D003,2023-06-28 10:00:00,2023-06-28 11:00:00,Start Recording
